0,GIC_score
ACOX3,0.600282478818
ACOXL,0.593844645444
ACP1,0.384812423179
ACP2,0.33980545258199996
ACP3,0.390642501522
ACP4,0.338466621281
ACP5,0.344395070735
ACP6,0.443443033618
ACP7,0.449513603302
ACR,0.5382317121519999
ACRBP,0.462769113693
ACRV1,0.17678177244399998
ACSBG1,0.441541091035
ACSBG2,0.336980255262
ACSF2,0.412262109106
ACSF3,0.418753907908
ACSL1,0.543098279163
ACSL3,0.523004993264
ACSL4,0.6444302458600001
ACSL5,0.450274306556
ACSL6,0.572962786603
ACSM1,0.327059130272
ACSM2A,0.41174742299
ACSM2B,0.453206834749
ACSM3,0.361652174317
ACSM4,0.28547504792399997
ACSM5,0.355997976506
ACSM6,0.255823224193
ACSS1,0.46909012201399997
ACSS2,0.308244679513
ACSS3,0.479031628571
ACTA1,0.726422504878
ACTA2,0.390079097935
ACTB,0.664182245009
ACTBL2,0.406014619467
ACTC1,0.459534095268
ACTG1,0.604756377419
ACTG2,0.275205074306
ACTL10,0.499161668028
ACTL6A,0.421986575058
ACTL6B,0.47935015486599997
ACTL7A,0.375992055414
ACTL7B,0.33175179461300003
ACTL8,0.386254658698
ACTL9,0.571836526683
ACTN1,0.581906545405
ACTN2,0.6050765432199999
ACTN3,0.596502708114
ACTN4,0.660609803708
ACTR10,0.418375174665
ACTR1A,0.487441917608
ACTR1B,0.406162450673
ACTR2,0.523171143863
ACTR3,0.617557848779
ACTR3B,0.552034563155
ACTR3C,0.310193653683
ACTR5,0.415925444743
ACTR6,0.507040356847
ACTR8,0.46740089444
ACTRT1,0.192704391556
ACTRT2,0.3663522698800001
ACTRT3,0.39056121739699995
ACVR1,0.48720543180299997
ACVR1B,0.577144451346
ACVR1C,0.796628515431
ACVR2A,0.580021434949
ACVR2B,0.857832787631
ACVRL1,0.481267262689
ACY1,0.373789783971
ACY3,0.38498711788900003
ACYP1,0.307995364203
ACYP2,0.424683901064
ADA,0.409719243615
ADA2,0.44024591598800006
ADAD1,0.404227627731
ADAD2,0.48943738194799996
ADAL,0.460673966498
ADAM10,0.531462478394
ADAM11,0.599896376477
ADAM12,0.71211158247
ADAM15,0.468664813124
ADAM17,0.588245858192
ADAM18,0.321143822861
ADAM19,0.602050420855
ADAM2,0.36498940519
ADAM20,0.31616748431999997
ADAM21,0.253856420586
ADAM22,0.7999402407009999
ADAM23,0.63453890143
ADAM28,0.37693595102099997
ADAM29,0.382820750118
ADAM30,0.45764283715099996
ADAM32,0.437837243179
ADAM33,0.524795177526
ADAM7,0.39641955095700004
ADAM8,0.473449880902
ADAM9,0.460286169507
ADAMDEC1,0.295477770245
ADAMTS1,0.683328814946
ADAMTS10,0.667203315735
ADAMTS12,0.553493164319
ADAMTS13,0.620012268865
ADAMTS14,0.526921006175
ADAMTS15,0.607420975908
ADAMTS16,0.62634329788
ADAMTS17,0.710163727526
ADAMTS18,0.641908156918
ADAMTS19,0.539329268292
ADAMTS2,0.7372565206049999
ADAMTS20,0.541934353728
ADAMTS3,0.610148393487
ADAMTS4,0.499530598737
ADAMTS5,0.81832293756
ADAMTS6,0.661776089303
ADAMTS7,0.654236505417
ADAMTS8,0.607355296072
ADAMTS9,0.7598066044410001
ADAMTSL1,0.7125936624770001
ADAMTSL2,0.6490783661399999
ADAMTSL3,0.650076118611
ADAMTSL4,0.502239258833
ADAMTSL5,0.485837072669
ADAP1,0.48422235956
ADAP2,0.480160932734
ADAR,0.643677554013
ADARB1,0.678214625833
ADARB2,0.791999536898
ADAT1,0.33968145887400003
ADAT2,0.690639117978
ADAT3,0.567085495405
ADCK1,0.342960007979
ADCK2,0.414782399317
ADCK5,0.469323493626
ADCY1,0.887389354946
ADCY10,0.533298144199
ADCY2,0.662023543782
ADCY3,0.552546272168
ADCY4,0.478248406729
ADCY5,0.731733495762
ADCY6,0.617507003554
ADCY7,0.658567471215
ADCY8,0.531674449651
ADCY9,0.819781380309
ADCYAP1,0.550950136455
ADCYAP1R1,0.521269433992
ADD1,0.648265414052
ADD2,0.538694340368
ADD3,0.555710944851
ADGB,0.585204903627
ADGRA1,0.546615458676
ADGRA2,0.655137638352
ADGRA3,0.580232184346
ADGRB1,0.7357806080060001
ADGRB2,0.602832989999
ADGRB3,0.563820447967
ADGRD1,0.5569146311450001
ADGRE1,0.407136896149
ADGRE2,0.559891562416
ADGRE3,0.253858992462
ADGRE5,0.48643037841700004
ADGRF1,0.287941819926
ADGRF2,0.410118510242
ADGRF3,0.459190080471
ADGRF4,0.358354881233
ADGRF5,0.519821686472
ADGRG1,0.49295892558999993
ADGRG2,0.485475481157
ADGRG3,0.297593269432
ADGRG4,0.731924895476
ADGRG5,0.395398274732
ADGRG6,0.592687762218
ADGRG7,0.381035035058
ADGRL1,0.763232584
ADGRL2,0.609479709084
ADGRL3,0.619590874568
ADGRL4,0.375796937671
ADGRV1,0.973993832683
ADH1A,0.256224183329
ADH1B,0.38933923204800003
ADH1C,0.394558803512
ADH4,0.35459342081699996
ADH5,0.358276149254
ADH6,0.282642890878
ADH7,0.35398961821
ADHFE1,0.35500933101800003
ADI1,0.38334654328699996
ADIG,0.177402634025
ADIPOQ,0.43355638906599997
ADIPOR1,0.365112149613
ADIPOR2,0.44661015838299994
ADIRF,0.481998262905
ADK,0.412056817738
ADM,0.597454791725
ADM2,0.45515179898
ADM5,0.579722665731
ADNP,0.638572478785
ADNP2,0.5411167309920001
ADO,0.593178848298
ADORA1,0.41078197168
ADORA2A,0.324756772896
ADORA2B,0.427843543518
ADORA3,0.251076644932
ADPGK,0.313705411945
ADPRH,0.41878923720399996
ADPRHL1,0.534572388388
ADPRM,0.21720064497400002
ADPRS,0.42853903401
ADRA1A,0.473054825409
ADRA1B,0.5689741575389999
ADRA1D,0.646684072392
ADRA2A,0.720353152609
ADRA2B,0.511784510082
ADRA2C,0.723376565525
ADRB1,0.734858405013
ADRB2,0.33864517935800004
ADRB3,0.516512742425
ADRM1,0.645107368438
ADSL,0.411867669625
ADSS1,0.44020884282300005
ADSS2,0.45218371827
ADTRP,0.250951148182
AEBP1,0.62252843685
AEBP2,0.667664304058
AEN,0.37952112415399997
AFAP1,0.729431543791
AFAP1L1,0.507012724626
AFAP1L2,0.516909814158
AFDN,0.785725282272
AFF1,0.79933285845
AFF2,0.8963027862109999
AFF3,0.7763771290279999
AFF4,0.770494667547
AFG1L,0.34331373377700003
AFG3L2,0.508076295783
AFM,0.35168433909900004
AFMID,0.363566520119
AFP,0.389005361722
AFTPH,0.476306502385
AGA,0.404905306122
AGAP1,0.898680379362
AGAP11,0.439649572081
AGAP2,0.700196169608
AGAP3,0.68125577242
AGAP4,0.43404457350599995
AGAP5,0.42762540318899994
AGAP6,0.40212711775
AGAP7P,0.451306434206
AGAP9,0.42383947305799996
AGBL1,0.394683695981
AGBL2,0.39866574480899997
AGBL3,0.47937243521899997
AGBL4,0.477329368788
AGBL5,0.523315620572
AGER,0.3159568577
AGFG1,0.749204500538
AGFG2,0.46774789708000003
AGGF1,0.565501366835
AGK,0.441134832456
AGL,0.66968699405
AGMAT,0.35509128575300003
AGMO,0.30238974040399996
AGO1,0.6750316134659999
AGO2,0.56609513125
AGO3,0.5254592721369999
AGO4,0.662580808736
AGPAT1,0.36639299129
AGPAT2,0.43500213360600004
AGPAT3,0.713314719408
AGPAT4,0.689595057498
AGPAT5,0.636468109745
AGPS,0.6408386730919999
AGR2,0.305710962436
AGR3,0.164287795259
AGRN,0.792820168091
AGRP,0.234765006405
AGT,0.43820258304399995
AGTPBP1,0.5547428707509999
AGTR1,0.529330870504
AGTR2,0.39907424551
AGTRAP,0.286175763801
AGXT,0.384634576214
AGXT2,0.297813328444
AHCTF1,0.7504656349909999
AHCY,0.358264912097
AHCYL1,0.580461759555
AHCYL2,0.496214728672
AHDC1,0.757465791829
AHI1,0.513634075361
AHNAK,0.9730975387790001
AHNAK2,0.974693675078
AHR,0.588865978633
AHRR,0.558799742416
AHSA1,0.38429568733
AHSA2P,0.544147994273
AHSG,0.300524608764
AHSP,0.185301545873
AICDA,0.429842287813
AIDA,0.433975226944
AIF1,0.334117736394
AIF1L,0.287005141171
AIFM1,0.418215927364
AIFM2,0.532550563299
AIFM3,0.465695750488
AIG1,0.41597238427199995
AIM2,0.258982144453
AIMP1,0.450061833701
AIMP2,0.35123904636799996
AIP,0.454458191257
AIPL1,0.453876369459
AIRE,0.432979821668
AJAP1,0.608870151966
AJM1,0.8249207901250001
AJUBA,0.546389738812
AK1,0.330095422332
AK2,0.40967470575599996
AK3,0.518171460326
AK4,0.64223798292
AK5,0.524806971741
AK6,0.499467350456
AK7,0.5134100779190001
AK8,0.5551895667319999
AK9,0.661964856979
AKAIN1,0.401283861161
AKAP1,0.581394066576
AKAP10,0.47686741496299995
AKAP11,0.7597105472579999
AKAP12,0.7834763277410001
AKAP13,0.893982350871
AKAP14,0.34525932541500004
AKAP17A,0.6460283321729999
AKAP3,0.384772954346
AKAP4,0.286707312045
AKAP5,0.513305187887
AKAP6,0.79055090565
AKAP7,0.42075150553999996
AKAP8,0.555827119125
AKAP8L,0.656170277367
AKAP9,0.891550584181
AKIP1,0.34576380033200005
AKIRIN1,0.423617603714
AKIRIN2,0.631724925864
AKNA,0.6245048171149999
AKNAD1,0.357077612606
AKR1A1,0.430192403274
AKR1B1,0.350559091695
AKR1B10,0.26647510331700003
AKR1B15,0.318131270162
AKR1C1,0.320591976453
AKR1C2,0.378440007494
AKR1C3,0.29848506884799997
AKR1C4,0.27787736442600003
AKR1D1,0.322342195937
AKR1E2,0.335225968466
AKR7A2,0.376224328793
AKR7A3,0.412510110911
AKT1,0.46946392723
AKT1S1,0.656884136397
AKT2,0.541688423641
AKT3,0.6223911449849999
AKTIP,0.4039891245
ALAD,0.393498736725
ALAS1,0.439526258467
ALAS2,0.275642658979
ALB,0.524015609829
ALCAM,0.567749004955
ALDH16A1,0.562765603925
ALDH18A1,0.465115183005
ALDH1A1,0.38352339048100004
ALDH1A2,0.43877856815
ALDH1A3,0.520946645381
ALDH1B1,0.40183203706799997
ALDH1L1,0.396876052512
ALDH1L2,0.6474373354140001
ALDH2,0.33585442943899996
ALDH3A1,0.45247400504600005
ALDH3A2,0.380009328622
ALDH3B1,0.47490956919699995
ALDH3B2,0.429742068727
ALDH4A1,0.522659641299
ALDH5A1,0.592135803699
ALDH6A1,0.476407765454
ALDH7A1,0.513202240445
ALDH8A1,0.356292634388
ALDH9A1,0.393012204139
ALDOA,0.521639009776
ALDOB,0.32984041337299996
ALDOC,0.249297218427
ALG1,0.460057457957
ALG10,0.384627254938
ALG10B,0.8004784305949999
ALG11,0.33818507480099996
ALG12,0.378030043837
ALG13,0.514643892935
ALG14,0.3946199891800001
ALG1L,0.39721266251500004
ALG1L2,0.264306568128
ALG2,0.44358913951000006
ALG3,0.291810879824
ALG5,0.502801016475
ALG6,0.410486718481
ALG8,0.32467654166
ALG9,0.558647971796
ALK,0.693966748609
ALKAL1,0.466489454952
ALKAL2,0.6620222837049999
ALKBH1,0.393494196405
ALKBH2,0.5670050237600001
ALKBH3,0.329934745293
ALKBH4,0.447651181489
ALKBH5,0.531795298795
ALKBH6,0.510250347355
ALKBH7,0.382594005799
ALKBH8,0.416461186913
ALLC,0.411723743717
ALMS1,0.868654027684
ALOX12,0.404553801334
ALOX12B,0.42518553757700006
ALOX15,0.46372901470399996
ALOX15B,0.34532079770900004
ALOX5,0.608996207658
ALOX5AP,0.266796329325
ALOXE3,0.470100702126
ALPG,0.49271757837499996
ALPI,0.45309921095399996
ALPK1,0.551885054997
ALPK2,0.6038826958110001
ALPK3,0.820582038032
ALPL,0.47182625706500003
ALPP,0.546261206462
ALS2,0.670960319703
ALS2CL,0.519970958209
ALX1,0.389374859629
ALX3,0.39686685036700003
ALX4,0.58487051577
ALYREF,0.605976654769
AMACR,0.373137667063
AMBN,0.292547467793
AMBP,0.361116816337
AMBRA1,0.527355114996
AMD1,0.504488670075
AMDHD1,0.43526754343400004
AMDHD2,0.491433737919
AMELX,0.21256612842300002
AMELY,0.208039532963
AMER1,0.664467074447
AMER2,0.850726575396
AMER3,0.583499589723
AMFR,0.586992519529
AMH,0.589405453638
AMHR2,0.341336963681
AMIGO1,0.42124174266599995
AMIGO2,0.496861769897
AMIGO3,0.638949056865
AMMECR1,0.610859081585
AMMECR1L,0.508461969474
AMN,0.7000779413070001
AMN1,0.41612656473000004
AMOT,0.602619373944
AMOTL1,0.761705274867
AMOTL2,0.557058311128
AMPD1,0.392655511593
AMPD2,0.49308861752300004
AMPD3,0.461215774897
AMPH,0.441133415504
AMT,0.37863058417400003
AMTN,0.29287357221099997
AMY1A,0.414875503622
AMY1B,0.42359430411300003
AMY1C,0.415067044312
AMY2A,0.411483654997
AMY2B,0.405898229037
AMZ1,0.500281491695
AMZ2,0.49380110018
ANAPC1,0.6888277514560001
ANAPC10,0.287372699463
ANAPC11,0.43688482956
ANAPC13,0.409292700721
ANAPC15,0.327187000053
ANAPC16,0.33169715635200003
ANAPC2,0.553591706697
ANAPC4,0.442288485559
ANAPC5,0.444645187273
ANAPC7,0.450938514779
ANG,0.336975061778
ANGEL1,0.453397904522
ANGEL2,0.536671622911
ANGPT1,0.501237209556
ANGPT2,0.566358261796
ANGPT4,0.393527250656
ANGPTL1,0.408350256748
ANGPTL2,0.377737081439
ANGPTL3,0.394465453933
ANGPTL4,0.399852362952
ANGPTL5,0.358309644239
ANGPTL6,0.42001427118
ANGPTL7,0.34065324486299997
ANGPTL8,0.207239631561
ANHX,0.320030275969
ANK1,0.819475734753
ANK2,0.925775196703
ANK3,0.9664621127930001
ANKAR,0.41120979787699996
ANKDD1A,0.43794133093099996
ANKDD1B,0.305176480853
ANKEF1,0.516908963191
ANKFN1,0.360409303249
ANKFY1,0.7226435219149999
ANKH,0.7108581987899999
ANKHD1,0.7032289216500001
ANKHD1-EIF4EBP3,0.698066263405
ANKIB1,0.6364952091699999
ANKK1,0.377611306967
ANKLE1,0.548404679396
ANKLE2,0.576863992914
ANKMY1,0.548810305263
ANKMY2,0.431866120109
ANKRA2,0.472704768151
ANKRD1,0.351267445414
ANKRD10,0.5282174293330001
ANKRD11,0.918821371039
ANKRD12,0.873583028528
ANKRD13A,0.5389664471710001
ANKRD13B,0.522803286607
ANKRD13C,0.65187003968
ANKRD13D,0.507503814786
ANKRD16,0.497988415057
ANKRD17,0.746584261442
ANKRD18A,0.535767337475
ANKRD18B,0.503043398386
ANKRD2,0.394050774018
ANKRD20A1,0.470621834471
ANKRD20A2P,0.48347448906900004
ANKRD20A3P,0.483098978878
ANKRD20A4P,0.47027851542599997
ANKRD22,0.41375096033200004
ANKRD23,0.33795476317699996
ANKRD24,0.5242492782399999
ANKRD26,0.646403630647
ANKRD27,0.561339476436
ANKRD28,0.598776012805
ANKRD29,0.400802718895
ANKRD30A,0.525854760447
ANKRD30B,0.554203693382
ANKRD31,0.5196215473
ANKRD33,0.374692258477
ANKRD33B,0.808982278236
ANKRD34A,0.528438207467
ANKRD34B,0.471385761105
ANKRD34C,0.49127405954400005
ANKRD35,0.502136152013
ANKRD36,0.741421930239
ANKRD36B,0.669282149074
ANKRD37,0.446346407514
ANKRD39,0.559901771181
ANKRD40,0.478372995296
ANKRD42,0.54847234637
ANKRD44,0.598082325626
ANKRD45,0.426207835033
ANKRD46,0.4991379426
ANKRD49,0.360267699441
ANKRD50,0.7241363279970001
ANKRD52,0.7399046474429999
ANKRD53,0.5160550733739999
ANKRD54,0.414214738059
ANKRD55,0.35495715971600006
ANKRD6,0.519006180995
ANKRD61,0.23584147747200002
ANKRD62,0.49940116196999995
ANKRD63,0.659801104358
ANKRD65,0.396820123276
ANKRD66,0.224336758253
ANKRD7,0.34653498974299995
ANKRD9,0.6833638706199999
ANKS1A,0.6933736343019999
ANKS1B,0.591100384545
ANKS3,0.554084687931
ANKS4B,0.342925533066
ANKS6,0.650544807202
ANKUB1,0.28078095792
ANKZF1,0.470665831966
ANLN,0.563546302839
ANO1,0.646060564612
ANO10,0.380070785036
ANO2,0.500629825091
ANO3,0.587930017006
ANO4,0.567342266942
ANO5,0.614691734856
ANO6,0.533063205506
ANO7,0.397606106462
ANO8,0.689318459605
ANO9,0.486921591076
ANOS1,0.639750619501
ANP32A,0.519528292056
ANP32B,0.524603170161
ANP32C,0.392918281913
ANP32D,0.240345039071
ANP32E,0.478160999655
ANPEP,0.469737205802
ANTKMT,0.697200093364
ANTXR1,0.559328504514
ANTXR2,0.7547959062190001
ANTXRL,0.263543454093
ANXA1,0.30036840918200003
ANXA10,0.274320024492
ANXA11,0.476987391662
ANXA13,0.45850550953999997
ANXA2,0.34095095266099995
ANXA2R,0.4582220924
ANXA3,0.448874538152
ANXA4,0.41342052514
ANXA5,0.359980033252
ANXA6,0.492206973915
ANXA7,0.309496901567
ANXA8,0.33652903686700003
ANXA8L1,0.335593207546
ANXA9,0.272207262102
AOAH,0.351905164885
AOC1,0.46536237312600004
AOC2,0.368914740317
AOC3,0.460698722979
AOPEP,0.47470862843999995
AOX1,0.491765470645
AP1AR,0.575619515988
AP1B1,0.574313462951
AP1G1,0.658239342978
AP1G2,0.43953187314
AP1M1,0.542581411954
AP1M2,0.39392224500100004
AP1S1,0.38461645112099996
AP1S2,0.39187499278399995
AP1S3,0.41119452133
AP2A1,0.544167840956
AP2A2,0.632395088359
AP2B1,0.52203943821
AP2M1,0.413244086061
AP2S1,0.548205984005
AP3B1,0.523832606479
AP3B2,0.525961736866
AP3D1,0.651094084332
AP3M1,0.453124910413
AP3M2,0.436682968651
AP3S1,0.402008254507
AP3S2,0.524930009425
AP4B1,0.41695660513000005
AP4E1,0.583657464468
AP4M1,0.469164828152
AP4S1,0.440992694335
AP5B1,0.583923694361
AP5M1,0.40318962123
AP5S1,0.323597041942
AP5Z1,0.635233350211
APAF1,0.600199925505
APBA1,0.753464206754
APBA2,0.590240684942
APBA3,0.543396792463
APBB1,0.365149409084
APBB1IP,0.5319991384699999
APBB2,0.7871854807299999
APBB3,0.357492619792
APC,0.8169250027680001
APC2,0.92616353254
APCDD1,0.439111594766
APCDD1L,0.46770743646799995
APCS,0.257813855052
APEH,0.38518102286300004
APELA,0.366363887166
APEX1,0.45480192024599997
APEX2,0.360141311633
APH1A,0.500139906831
APH1B,0.46775787467
API5,0.53009394436
APIP,0.37443299897699994
APLF,0.501517430533
APLN,0.368717930046
APLNR,0.41447061413099995
APLP1,0.46977231748000003
APLP2,0.580627936026
APMAP,0.472203270294
APOA1,0.550042014508
APOA2,0.350639175507
APOA4,0.316957330348
APOA5,0.353461537656
APOB,0.9039164954019999
APOBEC1,0.263987987462
APOBEC2,0.384526359909
APOBEC3A,0.374933419393
APOBEC3A_B,0.33484547528299996
APOBEC3B,0.398181114605
APOBEC3C,0.31763788458500003
APOBEC3D,0.366350923055
APOBEC3F,0.501945389215
APOBEC3G,0.373924101515
APOBEC3H,0.371965558746
APOBEC4,0.37432147449299996
APOBR,0.470147297475
APOC1,0.290717557491
APOC2,0.243315942938
APOC3,0.165317247401
APOC4,0.340865554801
APOD,0.5298411313220001
APOE,0.544147438506
APOF,0.275731013002
APOH,0.451526346846
APOL1,0.372949971417
APOL2,0.406526045959
APOL3,0.485158770926
APOL4,0.452880923794
APOL5,0.32196267118599997
APOL6,0.7846385953180001
APOLD1,0.535397304454
APOM,0.379959766825
APOO,0.25634464092099996
APOOL,0.53060026906
APP,0.604293315226
APPBP2,0.592610027879
APPL1,0.612719540887
APPL2,0.5140179946100001
APRT,0.568702982888
APTX,0.351574396371
AQP1,0.334028719935
AQP10,0.302432810633
AQP11,0.441581998205
AQP12A,0.35639294129500004
AQP12B,0.347283308772
AQP2,0.472102057123
AQP3,0.35408933142800003
AQP4,0.462360266752
AQP5,0.347110779573
AQP6,0.274398356763
AQP7,0.271530064297
AQP8,0.30765480491999997
AQP9,0.36295297031900003
AQR,0.545655777509
AR,0.83273124895
ARAF,0.43564026736999995
ARAP1,0.562488333822
ARAP2,0.674590603459
ARAP3,0.563962727433
ARC,0.5168453337169999
ARCN1,0.469102025203
AREG,0.494323581642
AREL1,0.546049846165
ARF1,0.544163784916
ARF3,0.371282252834
ARF4,0.43232569840499996
ARF5,0.39416496945699997
ARF6,0.624900035334
ARFGAP1,0.543045722229
ARFGAP2,0.484249198433
ARFGAP3,0.4402336976199999
ARFGEF1,0.678290398755
ARFGEF2,0.781927217511
ARFGEF3,0.93397978806
ARFIP1,0.490005061884
ARFIP2,0.410583784929
ARFRP1,0.48166657183399997
ARG1,0.34228939384900003
ARG2,0.29348732479899997
ARGFX,0.437710983434
ARGLU1,0.6782810178990001
ARHGAP1,0.45162389173600004
ARHGAP10,0.465887080362
ARHGAP11A,0.609173152914
ARHGAP11B,0.46691347957199997
ARHGAP12,0.567498123863
ARHGAP15,0.426039422723
ARHGAP17,0.471649358741
ARHGAP18,0.495725127857
ARHGAP19,0.546823370067
ARHGAP20,0.565406761461
ARHGAP21,0.7172200131759999
ARHGAP22,0.514964087582
ARHGAP23,0.6955770830500001
ARHGAP24,0.596197884799
ARHGAP25,0.470974511897
ARHGAP26,0.707920743836
ARHGAP27,0.735288400759
ARHGAP28,0.48922465622
ARHGAP29,0.7262320180159999
ARHGAP30,0.451472893714
ARHGAP31,0.676662607438
ARHGAP32,0.7842861438680001
ARHGAP33,0.587893722889
ARHGAP35,0.8068835866959999
ARHGAP36,0.46073376107
ARHGAP39,0.7767173804440001
ARHGAP4,0.5034999982339999
ARHGAP40,0.34664943696500006
ARHGAP42,0.49968436265199995
ARHGAP44,0.539574344822
ARHGAP45,0.740314774008
ARHGAP5,0.774363159058
ARHGAP6,0.646216172618
ARHGAP8,0.444703692635
ARHGAP9,0.566082684898
ARHGDIA,0.491261014155
ARHGDIB,0.214126334363
ARHGDIG,0.39909241330300005
ARHGEF1,0.618060841681
ARHGEF10,0.639048603883
ARHGEF10L,0.579390450748
ARHGEF11,0.586261250805
ARHGEF12,0.786476610041
ARHGEF15,0.496521210954
ARHGEF16,0.572743919525
ARHGEF17,0.8065518769069999
ARHGEF18,0.702659426853
ARHGEF19,0.517941020037
ARHGEF2,0.6176334828410001
ARHGEF25,0.315689369268
ARHGEF26,0.640406806154
ARHGEF28,0.593879107873
ARHGEF3,0.5460914558309999
ARHGEF33,0.598309248341
ARHGEF35,0.32177826134799997
ARHGEF37,0.44626695227700003
ARHGEF38,0.514524048649
ARHGEF39,0.34964624811399997
ARHGEF4,0.5291533745229999
ARHGEF40,0.6282645254770001
ARHGEF5,0.514193185497
ARHGEF6,0.48821060258999993
ARHGEF7,0.597553740185
ARHGEF9,0.556002701364
ARID1A,0.770532918723
ARID1B,0.8522776576790001
ARID2,0.673361907162
ARID3A,0.41898216956999995
ARID3B,0.43978399336400004
ARID3C,0.449556485576
ARID4A,0.638286918266
ARID4B,0.620596862119
ARID5A,0.40232949241899996
ARID5B,0.739290104225
ARIH1,0.642832851044
ARIH2,0.45057874696999994
ARIH2OS,0.65653199853
ARL1,0.401481471394
ARL10,0.47455555785400005
ARL11,0.37583504359700004
ARL13A,0.296640960288
ARL13B,0.586309523711
ARL14,0.38755013396899995
ARL14EP,0.374526183142
ARL14EPL,0.34463664923799997
ARL15,0.36312153600599995
ARL16,0.442934281559
